InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576112,22219,LOVEBIRD HANGING DECORATION WHITE ,12,11/14/2011 10:34,0.85,14902.0,United Kingdom
580999,22232,JIGSAW TOADSTOOLS 3 PIECE,6,12/6/2011 17:49,0.59,17883.0,United Kingdom
563060,23444,Next Day Carriage,1,8/11/2011 15:24,15.0,17653.0,United Kingdom
542538,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,1/28/2011 13:54,0.42,15079.0,United Kingdom
564843,21249,WOODLAND  HEIGHT CHART STICKERS ,1,8/30/2011 14:09,2.95,15866.0,United Kingdom
550447,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,4/18/2011 12:36,4.15,16033.0,United Kingdom
536542,22386,JUMBO BAG PINK POLKADOT,30,12/1/2010 14:11,1.95,16456.0,United Kingdom
544306,22138,BAKING SET 9 PIECE RETROSPOT ,3,2/17/2011 13:57,4.95,13085.0,United Kingdom
568242,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,9/26/2011 12:11,2.95,14931.0,Channel Islands
547064,22997,TRAVEL CARD WALLET UNION JACK,24,3/20/2011 13:38,0.42,16096.0,United Kingdom
560896,22607,WOODEN ROUNDERS GARDEN SET ,2,7/21/2011 17:26,9.95,15623.0,United Kingdom
550190,22570,FELTCRAFT CUSHION RABBIT,4,4/14/2011 19:16,3.75,15135.0,United Kingdom
555574,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,6/5/2011 15:46,3.75,12417.0,Belgium
567183,22025,RING OF ROSES BIRTHDAY CARD,12,9/18/2011 15:32,0.42,14769.0,United Kingdom
560644,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,7/20/2011 11:22,4.95,16271.0,United Kingdom
572058,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,10/20/2011 12:43,4.95,18252.0,United Kingdom
549959,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,4/13/2011 13:47,1.25,16097.0,United Kingdom
575868,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,11/11/2011 12:44,0.29,12985.0,United Kingdom
544591,22625,RED KITCHEN SCALES,2,2/21/2011 15:20,8.5,13044.0,United Kingdom
560590,22847,BREAD BIN DINER STYLE IVORY,1,7/19/2011 15:55,16.95,12560.0,Germany
549844,22285,HANGING HEN ON NEST DECORATION,3,4/12/2011 14:17,1.65,12854.0,United Kingdom
581448,22626,BLACK KITCHEN SCALES,2,12/8/2011 17:24,8.5,15208.0,United Kingdom
576075,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6,11/13/2011 16:16,0.55,15861.0,United Kingdom
566972,21507,ELEPHANT BIRTHDAY CARD ,12,9/16/2011 9:13,0.42,16573.0,United Kingdom
552835,22985,WRAP BILLBOARD FONTS DESIGN,25,5/11/2011 14:17,0.42,17664.0,United Kingdom
563617,22321,BIRD DECORATION RED RETROSPOT,24,8/18/2011 9:45,0.85,15301.0,United Kingdom
548900,21084,SET/6 COLLAGE PAPER CUPS,3,4/4/2011 16:36,0.19,17848.0,United Kingdom
569302,22662,LUNCH BAG DOLLY GIRL DESIGN,2,10/3/2011 12:04,1.65,16205.0,United Kingdom
567205,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,9/19/2011 10:44,1.25,15365.0,United Kingdom
555856,47566,PARTY BUNTING,2,6/7/2011 14:02,4.95,17124.0,United Kingdom
570242,21810,CHRISTMAS HANGING STAR WITH BELL,96,10/9/2011 15:40,0.39,16380.0,United Kingdom
554697,35961,FOLKART ZINC HEART CHRISTMAS DEC,5,5/25/2011 17:31,0.85,14584.0,United Kingdom
561219,85032D,YULETIDE IMAGES GIFT WRAP SET,24,7/26/2011 8:51,0.65,18180.0,United Kingdom
577756,23108,SET OF 10 LED DOLLY LIGHTS,2,11/21/2011 14:59,6.25,15115.0,United Kingdom
577176,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,11/18/2011 11:07,1.25,13305.0,United Kingdom
561675,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,7/28/2011 17:33,0.85,17483.0,United Kingdom
543094,21355,TOAST ITS - I LOVE YOU ,6,2/3/2011 11:28,1.25,16030.0,United Kingdom
579258,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,11/29/2011 8:21,3.75,15148.0,United Kingdom
C580954,22333,RETROSPOT PARTY BAG + STICKER SET,-32,12/6/2011 14:19,1.65,12967.0,United Kingdom
576690,23378,PACK OF 12 50'S CHRISTMAS TISSUES,4,11/16/2011 12:19,0.39,15900.0,United Kingdom
575880,21086,SET/6 RED SPOTTY PAPER CUPS,48,11/11/2011 13:35,0.65,12726.0,France
568163,22627,MINT KITCHEN SCALES,1,9/25/2011 12:34,8.5,14540.0,United Kingdom
567293,23164,REGENCY CAKE SLICE,4,9/19/2011 12:01,4.95,12640.0,France
543610,71510,SQUARE METAL CANDLEHOLDER BASE,12,2/10/2011 14:30,0.85,16425.0,United Kingdom
566076,22549,PICTURE DOMINOES,12,9/9/2011 9:13,1.45,12449.0,Belgium
569629,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,10/5/2011 11:37,7.95,15249.0,United Kingdom
539750,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,21,12/21/2010 15:40,5.91,,United Kingdom
565915,21914,BLUE HARMONICA IN BOX ,3,9/7/2011 15:52,1.25,15752.0,United Kingdom
560979,84877B,GREEN ROUND COMPACT MIRROR,24,7/22/2011 12:21,1.25,15232.0,United Kingdom
560104,23209,LUNCH BAG DOILEY PATTERN ,2,7/14/2011 18:56,1.65,17921.0,United Kingdom
555853,23167,SMALL CERAMIC TOP STORAGE JAR ,3,6/7/2011 13:44,0.83,14375.0,United Kingdom
545058,21314,SMALL GLASS HEART TRINKET POT,24,2/27/2011 13:03,2.1,13767.0,United Kingdom
568151,16156S,WRAP PINK FAIRY CAKES ,25,9/25/2011 11:39,0.42,17506.0,United Kingdom
568222,22993,SET OF 4 PANTRY JELLY MOULDS,12,9/26/2011 10:06,1.25,16603.0,United Kingdom
567293,22192,BLUE DINER WALL CLOCK,2,9/19/2011 12:01,8.5,12640.0,France
550998,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,4/26/2011 9:12,0.55,12414.0,Austria
573418,22076,6 RIBBONS EMPIRE  ,12,10/31/2011 9:35,1.65,15360.0,United Kingdom
567092,22150,3 STRIPEY MICE FELTCRAFT,6,9/16/2011 12:48,1.95,13196.0,United Kingdom
568984,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,9/29/2011 15:57,5.95,17813.0,United Kingdom
539319,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,18,12/16/2010 19:10,3.75,12967.0,United Kingdom
C540112,21735,TWO DOOR CURIO CABINET,-18,1/4/2011 17:14,10.95,15973.0,United Kingdom
564378,90018C,SILVER BLACK ORBIT DROP EARRINGS,2,8/25/2011 10:26,4.25,12417.0,Belgium
536408,21733,RED HANGING HEART T-LIGHT HOLDER,6,12/1/2010 11:41,2.95,14307.0,United Kingdom
561658,22150,3 STRIPEY MICE FELTCRAFT,1,7/28/2011 16:06,1.95,12743.0,Unspecified
572703,21818,GLITTER HEART DECORATION,2,10/25/2011 14:35,0.39,16110.0,United Kingdom
545518,21934,SKULL SHOULDER BAG,10,3/3/2011 12:24,1.65,18218.0,United Kingdom
549596,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,4/11/2011 11:06,2.95,14339.0,United Kingdom
568142,23426,METAL SIGN DROP YOUR PANTS,1,9/25/2011 11:22,2.89,16744.0,United Kingdom
546982,84596G,SMALL CHOCOLATES PINK BOWL,1,3/18/2011 12:26,0.42,15483.0,United Kingdom
536392,22150,3 STRIPEY MICE FELTCRAFT,6,12/1/2010 10:29,1.95,13705.0,United Kingdom
C577163,22900,SET 2 TEA TOWELS I LOVE LONDON ,-12,11/18/2011 10:27,3.25,16678.0,United Kingdom
543097,22457,NATURAL SLATE HEART CHALKBOARD ,1,2/3/2011 11:41,5.79,,United Kingdom
560270,84707B,PINK JEWELLED MIRROR TRINKET TRAY,1,7/17/2011 14:42,9.95,16744.0,United Kingdom
574016,22992,REVOLVER WOODEN RULER ,1,11/2/2011 12:04,1.95,18105.0,United Kingdom
549832,15056BL,EDWARDIAN PARASOL BLACK,3,4/12/2011 13:10,5.95,17278.0,United Kingdom
573028,22960,JAM MAKING SET WITH JARS,6,10/27/2011 13:29,4.25,16847.0,United Kingdom
571673,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,10/18/2011 13:19,0.29,13991.0,United Kingdom
577497,22563,HAPPY STENCIL CRAFT,2,11/20/2011 12:22,1.25,17555.0,United Kingdom
570677,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,10/11/2011 15:10,0.85,12836.0,United Kingdom
574307,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,11/3/2011 16:40,2.89,15809.0,United Kingdom
568075,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,9/23/2011 14:21,0.39,14652.0,United Kingdom
551399,22970,LONDON BUS COFFEE MUG,12,4/28/2011 13:17,2.55,17874.0,United Kingdom
560976,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,7/22/2011 12:08,0.55,18146.0,United Kingdom
549182,22978,PANTRY ROLLING PIN,6,4/7/2011 9:12,3.75,15646.0,United Kingdom
552045,21912,VINTAGE SNAKES & LADDERS,4,5/6/2011 9:22,3.75,18241.0,United Kingdom
572718,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,10/25/2011 14:56,0.29,15656.0,United Kingdom
574046,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,11/2/2011 13:19,4.25,15743.0,United Kingdom
569932,23221,REINDEER HEART DECORATION SILVER,12,10/6/2011 17:51,0.83,18221.0,United Kingdom
577730,21623,VINTAGE UNION JACK MEMOBOARD,1,11/21/2011 12:59,9.95,17253.0,United Kingdom
537622,21064,BOOM BOX SPEAKER BOYS,1,12/7/2010 14:30,5.95,13173.0,United Kingdom
550944,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3,4/21/2011 15:51,2.55,17109.0,United Kingdom
559686,21591,COSY HOUR CIGAR BOX MATCHES ,4,7/11/2011 15:26,1.25,17966.0,United Kingdom
563257,22055,MINI CAKE STAND  HANGING STRAWBERY,8,8/15/2011 12:07,1.65,13799.0,United Kingdom
564203,23330,DECORATIVE WICKER HEART MEDIUM,24,8/24/2011 8:49,1.25,18061.0,United Kingdom
547548,22311,OFFICE MUG WARMER BLACK+SILVER ,1,3/23/2011 15:37,2.95,15644.0,United Kingdom
579434,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,11/29/2011 13:17,0.29,16678.0,United Kingdom
555558,22963,JAM JAR WITH GREEN LID,2,6/5/2011 14:06,0.85,14159.0,United Kingdom
570196,23355,HOT WATER BOTTLE KEEP CALM,12,10/7/2011 15:40,4.95,18136.0,United Kingdom
547881,85049G,CHOCOLATE BOX RIBBONS ,1,3/27/2011 16:08,1.25,13110.0,United Kingdom
572521,21843,RED RETROSPOT CAKE STAND,2,10/24/2011 15:19,10.95,15844.0,United Kingdom
544825,20749,ASSORTED COLOUR MINI CASES,12,2/24/2011 9:32,6.35,15606.0,United Kingdom
566713,22138,BAKING SET 9 PIECE RETROSPOT ,3,9/14/2011 12:05,4.95,15933.0,United Kingdom
577724,20969,RED FLORAL FELTCRAFT SHOULDER BAG,8,11/21/2011 12:37,3.75,12984.0,United Kingdom
574182,23321,SMALL WHITE HEART OF WICKER,12,11/3/2011 11:51,1.65,16841.0,United Kingdom
568696,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,9/28/2011 14:56,1.25,13842.0,United Kingdom
557248,22971,QUEENS GUARD COFFEE MUG,6,6/17/2011 15:22,2.55,14491.0,United Kingdom
554808,47590B,PINK HAPPY BIRTHDAY BUNTING,2,5/26/2011 13:01,5.45,17059.0,United Kingdom
572194,22094,RED RETROSPOT TISSUE BOX,2,10/21/2011 11:43,0.39,17832.0,United Kingdom
563689,22508,DOORSTOP RETROSPOT HEART,2,8/18/2011 12:43,3.75,15743.0,United Kingdom
560209,23292,SPACEBOY CHILDRENS CUP,2,7/15/2011 14:05,1.25,15004.0,United Kingdom
547762,21143,ANTIQUE GLASS HEART DECORATION ,12,3/25/2011 11:31,1.95,13695.0,United Kingdom
544160,22150,3 STRIPEY MICE FELTCRAFT,6,2/16/2011 12:49,1.95,16494.0,United Kingdom
C556277,82001S,VINYL RECORD FRAME SILVER,-1,6/9/2011 19:52,3.39,12980.0,United Kingdom
559680,23154,SET OF 4 JAM JAR MAGNETS,12,7/11/2011 14:47,2.08,12717.0,Greece
536415,22530,MAGIC DRAWING SLATE DOLLY GIRL ,3,12/1/2010 11:57,0.42,12838.0,United Kingdom
541003,22271,FELTCRAFT DOLL ROSIE,6,1/13/2011 10:35,2.95,15835.0,United Kingdom
573428,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,10/31/2011 10:19,0.55,12571.0,France
561206,48173C,DOORMAT BLACK FLOCK ,1,7/25/2011 16:18,7.95,13110.0,United Kingdom
575911,22573,STAR WOODEN CHRISTMAS DECORATION,12,11/11/2011 16:13,0.85,17314.0,United Kingdom
556105,21790,VINTAGE SNAP CARDS,12,6/8/2011 16:39,0.85,13466.0,United Kingdom
578151,23301,GARDENERS KNEELING PAD KEEP CALM ,12,11/23/2011 11:18,1.65,16020.0,United Kingdom
577410,22776,SWEETHEART 3 TIER CAKE STAND ,1,11/20/2011 10:59,9.95,14664.0,United Kingdom
541848,22037,ROBOT BIRTHDAY CARD,12,1/23/2011 13:31,0.42,17611.0,United Kingdom
572086,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,10/20/2011 14:30,0.83,13897.0,United Kingdom
563721,23204,CHARLOTTE BAG APPLES DESIGN,30,8/18/2011 16:27,0.85,15232.0,United Kingdom
570227,22423,REGENCY CAKESTAND 3 TIER,20,10/9/2011 13:21,10.95,13260.0,United Kingdom
555638,23173,REGENCY TEAPOT ROSES ,2,6/6/2011 12:51,9.95,15150.0,United Kingdom
573876,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,4,11/1/2011 12:48,0.85,16360.0,United Kingdom
536593,21472,LADYBIRD + BEE RAFFIA FOOD COVER,6,12/1/2010 17:15,3.75,16835.0,United Kingdom
568152,20749,ASSORTED COLOUR MINI CASES,2,9/25/2011 11:40,7.95,16480.0,United Kingdom
564034,22149,FELTCRAFT 6 FLOWER FRIENDS,6,8/22/2011 12:22,2.1,12935.0,United Kingdom
542731,84795B,SUNSET CHECK HAMMOCK,2,1/31/2011 15:27,7.95,13600.0,United Kingdom
563253,22927,GREEN GIANT GARDEN THERMOMETER,2,8/15/2011 12:04,5.95,15218.0,United Kingdom
576611,23108,SET OF 10 LED DOLLY LIGHTS,14,11/15/2011 16:29,5.39,17357.0,United Kingdom
553199,20768,GREEN FERN JOURNAL ,1,5/15/2011 15:13,2.55,17758.0,United Kingdom
552951,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,5/12/2011 12:05,2.1,14988.0,United Kingdom
575760,84375,SET OF 20 KIDS COOKIE CUTTERS,2,11/11/2011 10:50,2.1,15965.0,United Kingdom
568194,22386,JUMBO BAG PINK POLKADOT,10,9/25/2011 14:38,2.08,16008.0,United Kingdom
569331,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,10/3/2011 13:39,2.55,16875.0,United Kingdom
579095,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,11/28/2011 11:00,6.95,17988.0,United Kingdom
576611,22940,FELTCRAFT CHRISTMAS FAIRY,1,11/15/2011 16:29,4.25,17357.0,United Kingdom
577508,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/20/2011 12:45,2.95,18127.0,United Kingdom
559679,23173,REGENCY TEAPOT ROSES ,2,7/11/2011 14:46,9.95,15265.0,United Kingdom
568868,23401,RUSTIC MIRROR WITH LACE HEART,2,9/29/2011 12:00,6.25,12957.0,United Kingdom
579196,21899,GARAGE KEY FOB,1,11/28/2011 15:54,1.63,14096.0,United Kingdom
541406,22283,6 EGG HOUSE PAINTED WOOD,2,1/17/2011 15:19,7.95,14657.0,United Kingdom
563928,82551,LAUNDRY 15C METAL SIGN,1,8/21/2011 15:17,1.45,17059.0,United Kingdom
567475,21136,PAINTED METAL PEARS ASSORTED,4,9/20/2011 13:11,1.69,16360.0,United Kingdom
553465,22469,HEART OF WICKER SMALL,80,5/17/2011 11:09,1.45,16218.0,United Kingdom
544090,22138,BAKING SET 9 PIECE RETROSPOT ,3,2/16/2011 8:15,4.95,13880.0,United Kingdom
562605,23266,SET OF 3 WOODEN STOCKING DECORATION,12,8/8/2011 10:59,1.25,12530.0,Germany
542797,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2/1/2011 11:08,3.75,17884.0,United Kingdom
566562,23127,FELTCRAFT GIRL NICOLE KIT,4,9/13/2011 12:18,4.95,17365.0,United Kingdom
554935,22925,BLUE GIANT GARDEN THERMOMETER,2,5/27/2011 13:30,5.95,14338.0,United Kingdom
542235,82580,BATHROOM METAL SIGN,12,1/26/2011 13:56,0.55,15661.0,United Kingdom
536745,85177,BASKET OF FLOWERS SEWING KIT,12,12/2/2010 13:38,0.85,17235.0,United Kingdom
561862,21584,RETROSPOT SMALL TUBE MATCHES,1,7/31/2011 10:38,1.65,15569.0,United Kingdom
569000,16161P,WRAP ENGLISH ROSE ,25,9/29/2011 17:36,0.42,17015.0,United Kingdom
576274,22442,GROW YOUR OWN FLOWERS SET OF 3,1,11/14/2011 14:24,7.95,17793.0,United Kingdom
559165,21758,VINTAGE SHELLS PRINT,1,7/6/2011 16:40,6.45,12977.0,United Kingdom
C580954,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-9,12/6/2011 14:19,3.75,12967.0,United Kingdom
550329,22822,CREAM WALL PLANTER HEART SHAPED,2,4/17/2011 13:20,5.95,13951.0,United Kingdom
569932,22945,CHRISTMAS METAL TAGS ASSORTED ,12,10/6/2011 17:51,0.85,18221.0,United Kingdom
568181,85130C,BEADED CRYSTAL HEART BLUE  LARGE,24,9/25/2011 13:42,0.79,17154.0,United Kingdom
560896,22768,FAMILY PHOTO FRAME CORNICE,2,7/21/2011 17:26,9.95,15623.0,United Kingdom
573401,21989,PACK OF 20 SKULL PAPER NAPKINS,12,10/30/2011 15:43,0.85,12364.0,Belgium
540412,22862,LOVE HEART NAPKIN BOX ,4,1/7/2011 10:27,4.25,13842.0,United Kingdom
560805,22079,RIBBON REEL HEARTS DESIGN ,20,7/21/2011 10:44,1.65,14259.0,United Kingdom
573464,84836,ZINC METAL HEART DECORATION,24,10/31/2011 10:56,1.25,15667.0,United Kingdom
573868,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,11/1/2011 12:18,2.95,12491.0,France
552638,21259,VICTORIAN SEWING BOX SMALL ,2,5/10/2011 13:00,5.95,17700.0,United Kingdom
556970,22726,ALARM CLOCK BAKELIKE GREEN,4,6/16/2011 10:18,3.75,13082.0,United Kingdom
574670,21238,RED RETROSPOT CUP,1,11/6/2011 12:20,0.85,12838.0,United Kingdom
574864,23323,WHITE WICKER STAR ,3,11/7/2011 12:29,2.1,14387.0,United Kingdom
537637,85034C,3 ROSE MORRIS BOXED CANDLES,1,12/7/2010 15:22,4.25,,United Kingdom
545190,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2/28/2011 15:32,1.45,15656.0,United Kingdom
C564655,23075,PARLOUR CERAMIC WALL HOOK,-14,8/26/2011 14:35,4.15,13159.0,United Kingdom
546635,16169M,WRAP DAISY CARPET ,25,3/15/2011 12:11,0.42,16392.0,United Kingdom
536761,15060B,FAIRY CAKE DESIGN UMBRELLA,4,12/2/2010 14:30,3.75,13491.0,United Kingdom
543129,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2/3/2011 15:02,1.65,14540.0,United Kingdom
552121,84879,ASSORTED COLOUR BIRD ORNAMENT,16,5/6/2011 11:40,1.69,15757.0,United Kingdom
576649,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,11/16/2011 10:32,1.25,16008.0,United Kingdom
568163,22201,FRYING PAN BLUE POLKADOT,1,9/25/2011 12:34,4.25,14540.0,United Kingdom
546635,16169M,WRAP DAISY CARPET ,10,3/15/2011 12:11,0.42,16392.0,United Kingdom
549323,22515,CHILDS GARDEN SPADE PINK,6,4/8/2011 10:26,2.1,12999.0,United Kingdom
550343,22241,GARLAND WOODEN HAPPY EASTER,12,4/17/2011 15:56,1.25,12971.0,United Kingdom
572567,23366,SET 12 COLOURING PENCILS DOILY,16,10/25/2011 10:27,0.65,12398.0,Switzerland
545398,21756,BATH BUILDING BLOCK WORD,12,3/2/2011 11:43,5.95,13722.0,United Kingdom
551844,21742,LARGE ROUND WICKER PLATTER ,1,5/4/2011 14:03,5.95,14173.0,United Kingdom
570677,23345, DOLLY GIRL BEAKER,3,10/11/2011 15:10,1.25,12836.0,United Kingdom
542898,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2/1/2011 14:01,2.1,16110.0,United Kingdom
550322,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,4/17/2011 12:53,2.95,14524.0,United Kingdom
557787,23131,MISTLETOE HEART WREATH CREAM,1,6/22/2011 16:16,4.15,15041.0,United Kingdom
549566,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,4,4/10/2011 14:27,1.25,13610.0,United Kingdom
543273,21174,POTTERING IN THE SHED METAL SIGN,1,2/6/2011 11:29,2.08,16456.0,United Kingdom
572058,22232,JIGSAW TOADSTOOLS 3 PIECE,1,10/20/2011 12:43,0.59,18252.0,United Kingdom
565456,23076,ICE CREAM SUNDAE LIP GLOSS,24,9/4/2011 16:12,1.25,16629.0,United Kingdom
568869,23245,SET OF 3 REGENCY CAKE TINS,4,9/29/2011 12:01,4.95,12957.0,United Kingdom
551542,22993,SET OF 4 PANTRY JELLY MOULDS,12,5/3/2011 9:05,1.25,14732.0,United Kingdom
566851,23245,SET OF 3 REGENCY CAKE TINS,1,9/15/2011 12:16,4.95,15573.0,United Kingdom
536392,22338,STAR DECORATION PAINTED ZINC ,24,12/1/2010 10:29,0.65,13705.0,United Kingdom
555638,22597,MUSICAL ZINC HEART DECORATION ,12,6/6/2011 12:51,0.85,15150.0,United Kingdom
544591,22561,WOODEN SCHOOL COLOURING SET,12,2/21/2011 15:20,1.65,13044.0,United Kingdom
571046,23132,SMALL IVORY HEART WALL ORGANISER,1,10/13/2011 13:35,5.75,18096.0,United Kingdom
580965,23241,TREASURE TIN GYMKHANA DESIGN,6,12/6/2011 14:52,2.08,12417.0,Belgium
546436,21626,VINTAGE UNION JACK PENNANT,36,3/14/2011 9:42,1.95,14962.0,United Kingdom
565332,22960,JAM MAKING SET WITH JARS,6,9/2/2011 14:09,4.25,13695.0,United Kingdom
579258,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,11/29/2011 8:21,1.95,15148.0,United Kingdom
553566,POST,POSTAGE,3,5/18/2011 9:09,18.0,12690.0,France
547513,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/23/2011 13:59,0.55,17519.0,United Kingdom
578508,22560,TRADITIONAL MODELLING CLAY,1,11/24/2011 13:06,1.25,16892.0,United Kingdom
575760,23320,GIANT 50'S CHRISTMAS CRACKER,2,11/11/2011 10:50,2.89,15965.0,United Kingdom
566788,22715,CARD WEDDING DAY,72,9/15/2011 10:31,0.36,14306.0,United Kingdom
576069,23366,SET 12 COLOURING PENCILS DOILY,24,11/13/2011 15:57,0.65,13603.0,United Kingdom
564398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,8/25/2011 10:55,2.95,18241.0,United Kingdom
569667,23396,LE JARDIN BOTANIQUE CUSHION COVER,4,10/5/2011 13:42,3.75,17521.0,United Kingdom
578627,23203,JUMBO BAG VINTAGE DOILY ,10,11/24/2011 15:41,2.08,14709.0,United Kingdom
540798,22549,PICTURE DOMINOES,5,1/11/2011 12:11,1.45,17365.0,United Kingdom
567700,84879,ASSORTED COLOUR BIRD ORNAMENT,16,9/22/2011 9:33,1.69,16379.0,United Kingdom
552290,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,5/8/2011 13:32,1.25,16007.0,United Kingdom
576611,22623,BOX OF VINTAGE JIGSAW BLOCKS ,4,11/15/2011 16:29,5.95,17357.0,United Kingdom
577532,21620,SET OF 4 ROSE BOTANICAL CANDLES,3,11/20/2011 14:01,1.25,16666.0,United Kingdom
568075,23321,SMALL WHITE HEART OF WICKER,2,9/23/2011 14:21,1.65,14652.0,United Kingdom
544643,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2/22/2011 11:43,0.85,13038.0,United Kingdom
549844,21899,"KEY FOB , GARAGE DESIGN",7,4/12/2011 14:17,0.65,12854.0,United Kingdom
567323,23176,ABC TREASURE BOOK BOX ,12,9/19/2011 14:23,2.25,17557.0,United Kingdom
571269,21770,OPEN CLOSED METAL SIGN,2,10/16/2011 12:09,4.95,16243.0,United Kingdom
555853,22210,WOOD STAMP SET BEST WISHES,2,6/7/2011 13:44,0.83,14375.0,United Kingdom
565456,22993,SET OF 4 PANTRY JELLY MOULDS,1,9/4/2011 16:12,1.25,16629.0,United Kingdom
537864,22926,IVORY GIANT GARDEN THERMOMETER,4,12/8/2010 16:34,5.95,16700.0,United Kingdom
545148,21390,FILIGRIS HEART WITH BUTTERFLY,24,2/28/2011 12:14,1.25,13675.0,United Kingdom
550163,22991,GIRAFFE WOODEN RULER,12,4/14/2011 16:26,1.95,14154.0,United Kingdom
569120,22539,MINI JIGSAW DOLLY GIRL,24,9/30/2011 12:58,0.42,12583.0,France
544160,22147,FELTCRAFT BUTTERFLY HEARTS,3,2/16/2011 12:49,1.45,16494.0,United Kingdom
569220,21900,"KEY FOB , SHED",2,10/2/2011 13:26,0.65,16007.0,United Kingdom
563504,85130C,BEADED CRYSTAL HEART BLUE  LARGE,24,8/17/2011 9:16,0.79,16218.0,United Kingdom
554069,23068,ALUMINIUM STAMPED HEART,8,5/22/2011 10:57,2.49,15281.0,United Kingdom
557114,23299,FOOD COVER WITH BEADS SET 2 ,6,6/16/2011 16:43,3.75,13951.0,United Kingdom
565430,22174,PHOTO CUBE,12,9/4/2011 13:07,1.65,14335.0,Germany
C542150,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,-6,1/26/2011 10:30,0.65,14049.0,United Kingdom
566737,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,9/14/2011 14:26,1.65,13430.0,United Kingdom
550438,23053,RECYCLED ACAPULCO MAT PINK,2,4/18/2011 12:16,8.25,15265.0,United Kingdom
569337,22728,ALARM CLOCK BAKELIKE PINK,100,10/3/2011 14:09,3.39,17396.0,United Kingdom
573122,22951,60 CAKE CASES DOLLY GIRL DESIGN,3,10/27/2011 16:23,0.55,14357.0,United Kingdom
579160,23570,TRADITIONAL PICK UP STICKS GAME ,12,11/28/2011 13:54,1.25,13196.0,United Kingdom
548730,21937,STRAWBERRY   PICNIC BAG,5,4/4/2011 10:11,2.95,17669.0,United Kingdom
572567,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,10/25/2011 10:27,0.55,12398.0,Switzerland
536833,85014B,RED RETROSPOT UMBRELLA,3,12/2/2010 17:48,5.95,18239.0,United Kingdom
570461,23284,DOORMAT KEEP CALM AND COME IN,20,10/10/2011 15:45,7.08,14434.0,United Kingdom
552183,23057,BEADED CHANDELIER T-LIGHT HOLDER,2,5/6/2011 13:43,4.95,17604.0,United Kingdom
551277,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,4/27/2011 13:06,3.75,13637.0,United Kingdom
